OBJECTID,State,Segment,stTranNum,MHW,dVol,dMean,dDensity,Start_Date,End_Date,dMHW_Vol,dDensityMHW,dMHW_Vol2,dDensityMHW2,dMHW,dMHW_Rate,mapPlot,Shape_Length_1,Shape_Area_1,Start_Date,End_Date,Shape,Shape.STArea(),Shape.STLength(),GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
4844,NC,1,197,0.25999999,-448,-0.04,-1.4,20140601,20161101,-1020,-3.1,-1019,-3.1,12.204503,16.54409808,8,,,,,,0.000015068350587842503,0.035026219069027746,{A10EBA60-2C04-4B2C-9880-437EA06C0F0C},,,,,,
4845,NC,1,198,0.25999999,272,0.03,0.8,20140601,20161101,-80,-0.3,-80,-0.3,-9.59199532,-13.00265249,8,,,,,,0.000015069676634198504,0.03502605226840025,{B38A36FB-634A-40B4-BE44-842FDFF8CB8D},,,,,,
4846,NC,1,199,0.25999999,3145,0.31,9.6,20140601,20161101,1880,5.7,1882,5.7,2.60820561,3.53561381,8,,,,,,0.000015068770724777004,0.035025724493657096,{5F87E0D5-C3A0-442B-BCC2-6FB6CE5D1CCF},,,,,,
4847,NC,1,200,0.25999999,1971,0.19,6,20140601,20161101,345,1,346,1,11.88878202,16.11611515,8,,,,,,0.000015068604255564503,0.035025326340200176,{7B9FD588-CA9A-4DA7-B270-8492048FA5FD},,,,,,
4848,NC,1,201,0.25999999,2265,0.21,6.9,20140601,20161101,1148,3.5,1152,3.5,11.66447118,15.81204537,9,,,,,,0.000015067705864271504,0.03502491201162337,{13E44937-21FE-469B-A151-DEED3FD5A498},,,,,,
4849,NC,1,202,0.25999999,2224,0.22,6.8,20140601,20161101,1544,4.7,1543,4.7,-1.95056837,-2.64413835,9,,,,,,0.000015068344173674504,0.035024558278836056,{C25AD850-B6F5-402A-B3AE-833A5310EC88},,,,,,
4850,NC,1,203,0.25999999,3985,0.39,12.1,20140601,20161101,2893,8.9,2895,8.9,1.25488927,1.70109436,9,,,,,,0.000015067943648535004,0.03502409673450031,{7C07BE44-DACF-47B2-A400-E2F8031C1473},,,,,,
4851,NC,1,204,0.25999999,4906,0.47,15,20140601,20161101,3591,10.9,3592,10.9,18.01353312,24.41866405,9,,,,,,0.000015067331952100004,0.03502369117100787,{4BC15F5F-B429-4658-8DF2-6C5E29B4A521},,,,,,
4852,NC,1,205,0.25999999,3912,0.37,11.9,20140601,20161101,3321,10.2,3321,10.2,13.41504612,18.18507798,9,,,,,,0.000015067673063858504,0.03502339931415712,{F2CA988C-2EC3-465A-B0C4-74641F06517C},,,,,,
4853,NC,1,206,0.25999999,3686,0.35,11.2,20140601,20161101,3142,9.6,3141,9.6,6.43624606,8.72480314,9,,,,,,0.000015067753123975504,0.03502312632857251,{87663CAE-E491-4DDA-A618-4510A7DFB8CF},,,,,,
4854,NC,1,207,0.25999999,3341,0.32,10.2,20140601,20161101,2653,8.1,2652,8.1,10.21756231,13.85065438,9,,,,,,0.000015066557389404004,0.03502259743282343,{A5980BB8-CF93-45A3-9848-37BAFD650C8F},,,,,,
4855,NC,1,208,0.25999999,3805,0.37,11.6,20140601,20161101,2739,8.3,2738,8.3,12.75716746,17.29327525,9,,,,,,0.000015067246575347004,0.035022316377179584,{17C5C34E-2D0E-4111-8C50-8B57EED98BD9},,,,,,
4856,NC,1,209,0.25999999,5153,0.5,15.7,20140601,20161101,3338,10.1,3338,10.1,18.10272869,24.53957519,9,,,,,,0.000015067086199202004,0.0350218956893375,{815BDF0A-F681-442F-A7F5-882596433D5C},,,,,,
4857,NC,1,210,0.25999999,4753,0.47,14.5,20140601,20161101,3020,9.2,3020,9.2,25.57223614,34.66503984,9,,,,,,0.000015067649493528004,0.03502163169966122,{97318E1D-8E90-443D-8EDE-D92D1AACAEDA},,,,,,
4858,NC,1,211,0.25999999,2432,0.25,7.4,20140601,20161101,1618,4.9,1619,4.9,16.00020664,21.68945249,9,,,,,,0.000015066014709296504,0.03502123797137615,{95846C05-74D5-4631-B336-AD27D4078B93},,,,,,
4859,NC,1,212,0.25999999,1084,0.12,3.3,20140601,20161101,841,2.6,841,2.6,8.06233376,10.92908417,9,,,,,,0.000015066606710987003,0.035020941821693255,{55621120-D1A3-46BD-A452-5ABD5FF0948C},,,,,,
4860,NC,1,213,0.25999999,1789,0.19,5.5,20140601,20161101,1377,4.2,1378,4.2,3.28365229,4.45123128,9,,,,,,0.000015066428622309005,0.03502059851320145,{BC302949-5BFD-433D-8919-F4112FEDA185},,,,,,
4861,NC,1,214,0.25999999,2453,0.26,7.5,20140601,20161101,1787,5.5,1787,5.5,12.03747214,16.31767551,9,,,,,,0.000015065589754394504,0.03502005274810988,{E953A229-039C-4F82-BEE2-68EE23EA16D9},,,,,,
4862,NC,1,215,0.25999999,3697,0.39,11.3,20140601,20161101,2517,7.7,2518,7.7,14.27473171,19.35044479,9,,,,,,0.000015065908857218504,0.03501969823033556,{28367A9E-F8E1-47C8-949F-C89EECCFEA55},,,,,,
4863,NC,1,216,0.25999999,3904,0.42,11.9,20140601,20161101,2930,9,2930,9,17.81289328,24.14668205,9,,,,,,0.000015066065565997004,0.03501936220519326,{B64857FC-FC42-4991-9BA7-A25FEBC4303C},,,,,,
4864,NC,1,217,0.25999999,2189,0.24,6.7,20140601,20161101,1760,5.3,1759,5.3,8.15672911,11.05704398,9,,,,,,0.000015064908803532504,0.03501889694904216,{F109C3B0-7518-4E61-AE68-C476CB568EBD},,,,,,
4865,NC,1,218,0.25999999,3036,0.33,9.3,20140601,20161101,2423,7.3,2422,7.3,5.31627238,7.20659675,9,,,,,,0.000014672003672797004,0.0349670334739986,{223AC83B-DF31-40F6-ACE0-216215421EE5},,,,,,
4866,NC,1,219,0.25999999,3288,0.4,10,20140601,20161101,2200,6.7,2201,6.7,14.5231918,19.68725065,9,,,,,,0.000015064833070066503,0.035010752677061774,{DD4A6D24-9B6D-47E5-A12E-CE9CE792086D},,,,,,
4867,NC,1,220,0.25999999,2276,0.3,6.9,20140601,20161101,1345,4.1,1345,4.1,15.8695356,21.51231832,9,,,,,,0.000015065703866638005,0.03501065658432672,{2334CE40-1A88-451D-A869-7ACE2C3E3D9D},,,,,,
4868,NC,1,221,0.25999999,387,0.05,1.2,20140601,20161101,97,0.3,97,0.3,8.09069796,10.96753392,9,,,,,,0.000015065031256842504,0.03501027050887031,{8EC5A169-B186-4E65-A778-43A609F834FF},,,,,,
4869,NC,1,222,0.25999999,207,0.03,0.6,20140601,20161101,-9,0,-10,0,4.20836181,5.70474279,9,,,,,,0.000015063897969922003,0.03500988213718836,{10B927DD-AD46-4B44-A5CC-CA3BAA8F6DFF},,,,,,
4870,NC,1,223,0.25999999,1450,0.19,4.4,20140601,20161101,1145,3.5,1146,3.5,3.72793718,5.05349201,9,,,,,,0.000015065330859889003,0.03500961331013781,{03051A47-134F-4470-869E-35A5BE5716EF},,,,,,
4871,NC,1,224,0.25999999,3846,0.47,11.7,20140601,20161101,2503,7.6,2503,7.6,7.90023549,10.70934808,9,,,,,,0.000015064177073945003,0.03500903815350345,{8C93ED5B-7989-4050-A98F-A483511C2F27},,,,,,
4872,NC,1,225,0.25999999,3668,0.43,11.2,20140601,20161101,2555,7.8,2555,7.8,14.76126399,20.00997495,9,,,,,,0.000015064277825941003,0.03500882472431744,{201A8ADF-3FFB-4117-9AEC-1E9175362620},,,,,,
4873,NC,1,226,0.25999999,2175,0.28,6.6,20140601,20161101,1439,4.4,1439,4.4,10.31267077,13.97958088,10,,,,,,0.000015064094877366004,0.035008573522447566,{6774762D-1FA4-466F-AED9-F2058EA5BCE5},,,,,,
4874,NC,1,227,0.25999999,1774,0.21,5.4,20140601,20161101,1342,4.1,1342,4.1,6.57321942,8.91048056,10,,,,,,0.000015063742828538504,0.03500796227513025,{4A4B6BA8-9FC9-4E23-9D2D-290F69308AF5},,,,,,
4875,NC,1,228,0.25999999,2954,0.3,9,20140601,20161101,2250,6.8,2249,6.8,-0.41462989,-0.5620612,10,,,,,,0.000015063749671954503,0.035007784897384805,{C2D1A9E9-A79E-41FC-9D62-CC574C6D36FF},,,,,,
4876,NC,1,229,0.25999999,3963,0.4,12.1,20140601,20161101,2828,8.6,2829,8.6,5.41308493,7.33783326,10,,,,,,0.000015063651690132003,0.03500740952831615,{F404D274-3C4C-4572-B654-3A784ACDFB67},,,,,,
4877,NC,1,230,0.25999999,4408,0.43,13.4,20140601,20161101,2762,8.4,2763,8.4,15.3208877,20.76858589,10,,,,,,0.000015063304878052505,0.03500689138697578,{97655085-1F74-4B62-AD6A-AFCF0C53FD61},,,,,,
4878,NC,1,231,0.25999999,4545,0.43,13.9,20140601,20161101,2953,9,2953,9,15.84079536,21.47335882,10,,,,,,0.000015063405997824505,0.0350066497223558,{EF1D5E24-F331-4172-B988-FA4DB06A6BED},,,,,,
4879,NC,1,232,0.25999999,6282,0.57,19.1,20140601,20161101,3301,10.1,3301,10.1,19.97880702,27.08273683,10,,,,,,0.000015063692769470504,0.035006378955714235,{F8D35EB0-D011-4FC8-B107-9A495A08AAFB},,,,,,
4880,NC,1,233,0.25999999,5666,0.49,17.3,20140601,20161101,2125,6.5,2123,6.5,22.11646842,29.98049349,10,,,,,,0.000015062031119720003,0.03500584654921963,{D8D4689F-F23D-429F-A22B-BA7110A1FFBE},,,,,,
4881,NC,1,234,0.25999999,4179,0.39,12.7,20140601,20161101,2395,7.3,2387,7.3,14.73053276,19.96831651,10,,,,,,0.000015062913133502005,0.03500560484282349,{B540E47E-8F23-494F-AFEB-7AB9A9210A7C},,,,,,
4882,NC,1,235,0.25999999,1466,0.15,4.5,20140601,20161101,1284,3.9,1283,3.9,6.54344774,8.87012287,10,,,,,,0.000010724600855622502,0.03443148799431409,{AC60270B-3B3F-4418-A95E-385503C68356},,,,,,
4883,NC,1,236,0.25999999,686,0.07,2.1,20140601,20161101,857,2.6,857,2.6,-5.35879637,-7.26424114,10,,,,,,0.000014274980057443504,0.034810977791076995,{6C450168-C70D-443D-B76B-D404718F8535},,,,,,
4884,NC,1,237,0.25999999,1083,0.12,3.3,20140601,20161101,1241,3.8,1241,3.8,-7.01781073,-9.51315667,10,,,,,,0.000015061307553699503,0.03489832373203317,{83875122-69C4-4239-B351-D8F0192C6846},,,,,,
4885,NC,1,238,0.25999999,346,0.04,1.1,20140601,20161101,469,1.4,468,1.4,-7.06699092,-9.57982402,10,,,,,,0.000015062959262573005,0.034898040613003764,{E7502DE0-4AD1-4454-AD04-F7828E1517B5},,,,,,
4886,NC,1,239,0.25999999,756,0.09,2.3,20140601,20161101,812,2.5,812,2.5,0.528416,0.71630661,10,,,,,,0.000015061787189672503,0.03489748192203246,{B2CB2AD5-F708-4453-B068-284750E41A3D},,,,,,
4887,NC,1,240,0.25999999,541,0.06,1.6,20140601,20161101,506,1.5,504,1.5,-8.44446568,-11.44709199,10,,,,,,0.000015061713605529504,0.03489724473071581,{ACB6B79C-5A38-4351-81EF-221EF3FD70A3},,,,,,
4888,NC,1,241,0.25999999,-564,-0.06,-1.7,20140601,20161101,-688,-2.1,-703,-2.2,2.62555926,3.55913796,10,,,,,,0.000015060864549139503,0.03489671058089683,{528ACE94-D6B1-44A6-8E39-25D8D71D73C7},,,,,,
4889,NC,1,242,0.25999999,-783,-0.1,-2.4,20140601,20161101,-598,-1.9,-599,-1.9,-3.52563247,-4.77925315,10,,,,,,0.000015062291554820504,0.03489655819335569,{5B1E1D00-C2D2-4796-897E-E4B9205847AF},,,,,,
4890,NC,1,243,0.25999999,-1227,-0.15,-3.7,20140601,20161101,-1050,-3.2,-1051,-3.2,-7.79724465,-10.56973645,10,,,,,,0.000015061276552830504,0.03489616792462472,{433B44C5-917F-4FE0-A3B4-F6AC436A5F5B},,,,,,
4891,NC,1,244,0.25999999,-1912,-0.25,-5.8,20140601,20161101,-1706,-5.2,-1709,-5.3,-4.41888693,-5.99012502,10,,,,,,0.000015060977608485004,0.034895799145297855,{7B275816-9CD5-4FB8-BE30-11186EBCF470},,,,,,
4892,NC,1,245,0.25999999,-1835,-0.23,-5.6,20140601,20161101,-1966,-5.9,-1975,-6,-15.2264023,-20.64050401,10,,,,,,0.000015061832714986004,0.034895541490933706,{91CCE1BB-3270-4AB6-8DCC-BD20B53F7A63},,,,,,
4893,NC,1,246,0.25999999,49,0.01,0.1,20140601,20161101,-648,-2,-649,-2,7.17383306,9.72465636,10,,,,,,0.000015059846419529004,0.0348951369406861,{7A700E4C-8C47-4EDB-AC1C-66E90BDC845F},,,,,,
4894,NC,1,247,0.25999999,-1421,-0.17,-4.3,20140601,20161101,-1375,-4.2,-1376,-4.2,-0.12537558,-0.16995578,10,,,,,,0.000015060771816012004,0.03489478662356253,{346685B1-B43A-40E3-8D56-810200B2957D},,,,,,
4895,NC,1,248,0.25999999,-1384,-0.16,-4.2,20140601,20161101,-1218,-3.7,-1218,-3.7,-8.11645757,-11.00245296,10,,,,,,0.000015061147427149004,0.0348944169104414,{CFE18E53-1CB7-4605-A7E9-98205D279E36},,,,,,
4896,NC,1,249,0.25999999,-820,-0.09,-2.5,20140601,20161101,-1534,-4.7,-1535,-4.7,-8.84445426,-11.98930581,10,,,,,,0.000015060247760856004,0.03489407932821015,{697141A1-CA2E-4E83-8D3F-81C6427619CC},,,,,,
4897,NC,1,250,0.25999999,-1315,-0.14,-4,20140601,20161101,-1698,-5.2,-1702,-5.2,-1.41183284,-1.91384287,10,,,,,,0.000015059355094580504,0.034893694850160716,{5A44CA35-22A0-4C1B-B8F0-D7BDE29082CF},,,,,,
4898,NC,1,251,0.25999999,-3539,-0.35,-10.8,20140601,20161101,-3331,-10.1,-3330,-10.1,-13.67737519,-18.54068426,11,,,,,,0.000015059979072628504,0.034893294885595644,{2EEACE7D-1C02-4C4F-A230-292570B21943},,,,,,
4899,NC,1,252,0.25999999,-3402,-0.39,-10.4,20140601,20161101,-3115,-9.5,-3113,-9.5,-7.68927467,-10.42337523,11,,,,,,0.000015060427548075004,0.03489309712394421,{B93950B1-27D4-4387-916D-D5B0AA26503D},,,,,,
4900,NC,1,253,0.25999999,-2392,-0.28,-7.3,20140601,20161101,-2228,-6.8,-2228,-6.8,-2.39355298,-3.24463644,11,,,,,,0.000015059808994359003,0.034892575459378274,{82AF6D56-1B14-4EEA-9035-1FD0A2039252},,,,,,
4901,NC,1,254,0.25999999,-1709,-0.2,-5.2,20140601,20161101,-1490,-4.5,-1490,-4.5,-9.00064925,-12.20103957,11,,,,,,0.000015058505298778504,0.03489220942310257,{EDE36B02-A7F4-4598-A815-FA503D592C12},,,,,,
4902,NC,1,255,0.25999999,-985,-0.12,-3,20140601,20161101,-1224,-3.8,-1231,-3.8,-8.63170472,-11.70090822,11,,,,,,0.000015060180312847003,0.03489201356692488,{96FBC5D0-7D27-4F08-BD4A-88BF562EF795},,,,,,
4903,NC,1,256,0.25999999,-809,-0.1,-2.5,20140601,20161101,-1119,-3.4,-1120,-3.4,-5.06790002,-6.86990982,11,,,,,,0.000015059047501182003,0.034891447340488754,{DC738178-5775-48CB-BC8B-51EE2A5D6B92},,,,,,
4904,NC,1,257,0.25999999,-712,-0.09,-2.2,20140601,20161101,-880,-2.7,-881,-2.7,0.15578781,0.21118179,11,,,,,,0.000015058929820936504,0.03489122855848615,{EEF5B136-0462-485F-90EC-C08B8B6289AF},,,,,,
4905,NC,1,258,0.25999999,-878,-0.11,-2.7,20140601,20161101,-784,-2.4,-784,-2.4,-0.8246607,-1.11788801,11,,,,,,0.000015058750571355004,0.03489087533555234,{048E8BA7-E89B-4963-86C5-045B604C8581},,,,,,
4906,NC,1,259,0.25999999,11,0,0,20140601,20161101,32,0.1,33,0.1,-7.33399199,-9.94176353,11,,,,,,0.000015058758449821005,0.03489040443148818,{F09731F2-1BBE-4FA2-A6CA-188539D7246B},,,,,,
4907,NC,1,260,0.25999999,-733,-0.08,-2.2,20140601,20161101,-672,-2.1,-672,-2.1,-5.84153376,-7.91862704,11,,,,,,0.000015058432046608503,0.03489014335673274,{FAD22E1A-3A37-4E23-8DC2-6D3147C64575},,,,,,
4908,NC,1,261,0.25999999,-334,-0.04,-1,20140601,20161101,-427,-1.3,-428,-1.3,-1.98859082,-2.69568057,11,,,,,,0.000015059046821266503,0.034889855129889874,{6DA2395D-5B29-4A96-97E7-EA6850113079},,,,,,
4909,NC,1,262,0.25999999,497,0.05,1.5,20140601,20161101,240,0.7,240,0.7,2.40868099,3.26514357,11,,,,,,0.000014663653092505003,0.034836519896708364,{13B69EC1-5689-44E4-AC11-1A14EF97E141},,,,,,
4910,NC,1,263,0.25999999,522,0.06,1.6,20140601,20161101,109,0.3,108,0.3,2.61780302,3.54862381,11,,,,,,0.000011116222706480002,0.03434706145610088,{4032E5AF-08E0-462C-BE75-077B352C0D4E},,,,,,
4911,NC,1,264,0.25999999,476,0.05,1.5,20140601,20161101,-503,-1.6,-503,-1.6,11.50229923,15.59220942,11,,,,,,0.000015057672653817004,0.03478337372598107,{A9C5F3AC-B4C9-481D-850A-F68EC898D119},,,,,,
4912,NC,1,265,0.25999999,-2381,-0.25,-7.3,20140601,20161101,-2465,-7.5,-2465,-7.5,1.31763512,1.78615095,11,,,,,,0.000015058130789889004,0.03478308396000359,{0613A5B8-7459-40B5-B0CA-D5F8CF6D88D4},,,,,,
4913,NC,1,266,0.25999999,-40,0,-0.1,20140601,20161101,-562,-1.7,-561,-1.7,7.71496194,10.45819621,11,,,,,,0.000015057294427675505,0.03478252599062877,{DFC7FA35-537B-445F-9769-FDE4A9656B87},,,,,,
4914,NC,1,267,0.25999999,-442,-0.05,-1.3,20140601,20161101,-524,-1.6,-523,-1.6,0.6033575,0.8178953,11,,,,,,0.000015057142946041504,0.03478225201031681,{78A725E3-8253-4034-839E-196E09AE2EDC},,,,,,
4915,NC,1,268,0.25999999,-2197,-0.24,-6.7,20140601,20161101,-2156,-6.6,-2157,-6.6,-3.89637682,-5.28182427,11,,,,,,0.000015056965766550503,0.03478196182398681,{9F1F8800-0100-4B82-9A20-67AA1D605C0C},,,,,,
4916,NC,1,269,0.25999999,-374,-0.04,-1.1,20140601,20161101,-1578,-4.8,-1578,-4.8,2.34526479,3.17917826,11,,,,,,0.000015056842398483004,0.03478168831260153,{B94FF427-BB63-4461-880D-30A58E56CFE1},,,,,,
4917,NC,1,270,0.25999999,-1172,-0.13,-3.6,20140601,20161101,-1293,-3.9,-1293,-3.9,-5.99402359,-8.12533818,11,,,,,,0.000015057372182132503,0.03478132534434017,{2F3C542F-1D3F-4837-865E-35634833D123},,,,,,
4918,NC,1,271,0.25999999,-336,-0.04,-1,20140601,20161101,-628,-1.9,-628,-1.9,7.17175431,9.72183847,11,,,,,,0.000015056741656253004,0.03478089197567861,{4BC7F8E0-2D38-449B-9282-ACF085F92CFF},,,,,,
4919,NC,1,272,0.25999999,-3848,-0.46,-11.7,20140601,20161101,-3387,-10.3,-3388,-10.3,-10.51120246,-14.24870512,11,,,,,,0.000015056846806963004,0.034780619322038665,{EDBD6D36-C3C5-47F7-B641-924B4862681F},,,,,,
4920,NC,1,273,0.25999999,-2717,-0.33,-8.3,20140601,20161101,-2623,-8,-2624,-8,-20.05514565,-27.18621943,11,,,,,,0.000015056454284601003,0.03478018162056639,{A5A20B41-9A5E-461F-A82D-757B8F7D3C72},,,,,,
4921,NC,1,274,0.25999999,-1518,-0.17,-4.6,20140601,20161101,-1382,-4.3,-1383,-4.3,-8.12100992,-11.00862399,11,,,,,,0.000015056681551102005,0.03477985223858663,{8B4D036C-3633-4772-9B5E-4CEE6C0ADE99},,,,,,
4922,NC,1,275,0.25999999,-1044,-0.11,-3.2,20140601,20161101,-933,-2.9,-934,-2.9,-4.27127781,-5.79003005,11,,,,,,0.000015055862864101503,0.03477953373561513,{B0061658-628A-4426-B0D6-579BC61B1C00},,,,,,
4923,NC,1,276,0.25999999,-860,-0.09,-2.6,20140601,20161101,-790,-2.4,-796,-2.4,-7.91171406,-10.72490812,12,,,,,,0.000015055665681927003,0.034779086601985844,{138B79E4-EFF3-4A9F-B238-AD5AB65CEF23},,,,,,
4924,NC,1,277,0.25999999,-2913,-0.32,-8.9,20140601,20161101,-2651,-8.1,-2653,-8.1,-9.94819694,-13.48550989,12,,,,,,0.000015056442439635004,0.03477884270400771,{C3BDDCD0-92EB-406F-B0B5-237F13BBC478},,,,,,
4925,NC,1,278,0.25999999,-1642,-0.19,-5,20140601,20161101,-1344,-4.1,-1345,-4.1,-14.68012178,-19.89998073,12,,,,,,0.000015054442979301004,0.03477843327107575,{DF4B7115-2203-4152-A83F-61A41B1D1BDE},,,,,,
4926,NC,1,279,0.25999999,-909,-0.1,-2.8,20140601,20161101,-747,-2.3,-748,-2.3,-10.17494946,-13.79288954,12,,,,,,0.000015056142069065504,0.03477825260773745,{EC4EB335-000C-4939-BEC8-6B9D22036E95},,,,,,
4927,NC,1,280,0.25999999,-1363,-0.14,-4.2,20140601,20161101,-1568,-4.8,-1569,-4.8,-6.05226578,-8.20428973,12,,,,,,0.000015055057048516504,0.034777731124742854,{FF6F2D53-7C06-44BC-B111-23AA74E75876},,,,,,
4928,NC,1,281,0.25999999,-1634,-0.18,-5,20140601,20161101,-1498,-4.6,-1502,-4.5,-13.3680937,-18.12143054,12,,,,,,0.000015054894445813004,0.03477742181187507,{EFB4C0A5-D655-4B63-BA66-03837DB6B927},,,,,,
4929,NC,1,282,0.25999999,-1986,-0.26,-6.1,20140601,20161101,-1766,-5.4,-1770,-5.4,-14.45909194,-19.60035859,12,,,,,,0.000015055377681462005,0.03477713695572531,{BD1163C7-0622-4366-88D1-DD15D3014B2E},,,,,,
4930,NC,1,283,0.25999999,-743,-0.09,-2.3,20140601,20161101,-730,-2.2,-732,-2.2,-8.43176975,-11.42988172,12,,,,,,0.000015054793936765505,0.034776749882158536,{E8815F62-CECD-457B-8081-3600F796E721},,,,,,
4931,NC,1,284,0.25999999,922,0.11,2.8,20140601,20161101,816,2.5,814,2.5,-0.69243322,-0.93864396,12,,,,,,0.000015054908142150503,0.034776432433407674,{A97035E6-EA7F-4296-8DE5-5EB815EB166F},,,,,,
4932,NC,1,285,0.25999999,1035,0.11,3.2,20140601,20161101,822,2.5,819,2.5,-1.21379646,-1.64539004,12,,,,,,0.000015054455919977004,0.0347761079665116,{8E8159C5-0B01-4100-8683-897968BC090F},,,,,,
4933,NC,1,286,0.25999999,955,0.1,2.9,20140601,20161101,-2,0,-6,0,2.62153292,3.55367996,12,,,,,,0.000015054562215799503,0.034775794063158075,{2F737453-887E-4CB0-B852-84B94A727A00},,,,,,
4934,NC,1,287,0.25999999,1392,0.15,4.2,20140601,20161101,290,0.9,289,0.9,5.12176098,6.9429223,12,,,,,,0.000015054104733419003,0.034775498214474364,{78358801-3AB2-4DE8-8392-04661C516214},,,,,,
4935,NC,1,288,0.25999999,262,0.03,0.8,20140601,20161101,-472,-1.4,-475,-1.5,1.31573982,1.78358174,12,,,,,,0.000015053740450497504,0.03477499851027312,{7DE7F35C-3280-4D1F-8B7F-814706E0CF9F},,,,,,
4936,NC,1,289,0.25999999,944,0.11,2.9,20140601,20161101,317,0.9,314,0.9,-1.18393647,-1.60491263,12,,,,,,0.000015054265765656004,0.03477469147108968,{5828B980-3EF2-44E3-BED0-B257AF47C848},,,,,,
4937,NC,1,290,0.25999999,1843,0.2,5.6,20140601,20161101,1294,4,1292,3.9,1.83012558,2.48086933,12,,,,,,0.000015052722515913004,0.03477420246057328,{99BCFF5F-660C-4509-938C-0E979BBB6EF1},,,,,,
4938,NC,1,291,0.25999999,3140,0.32,9.6,20140601,20161101,2497,7.6,2489,7.6,5.82886349,7.90145156,12,,,,,,0.000015054130231770004,0.034774053384169196,{544E9C11-7627-43BC-8329-AC9F6B4BA7A2},,,,,,
4939,NC,1,292,0.25999999,4172,0.44,12.7,20140601,20161101,3361,10.2,3323,10.1,3.02575972,4.10163901,12,,,,,,0.000015052927881863003,0.03477365014234742,{065A7E95-D366-4106-A819-9C0547D1EB99},,,,,,
4940,NC,1,293,0.25999999,3361,0.37,10.2,20140601,20161101,2346,7.1,2343,7.1,9.98923987,13.54114658,12,,,,,,0.000015447155259789003,0.03482698704650266,{169F244B-D139-4571-AD52-27211F0CC8CD},,,,,,
4941,NC,1,294,0.25999999,4002,0.42,12.2,20140601,20161101,1512,4.6,1511,4.6,3.49533653,4.73818478,12,,,,,,0.000016625892861542003,0.03499703325549346,{C8253A68-CAA6-4EBB-B858-67F70068FA8B},,,,,,
4942,NC,1,295,0.25999999,5133,0.55,15.6,20140601,20161101,2332,7.1,2332,7.1,6.92177562,9.38297404,12,,,,,,0.000015052241191094504,0.03482217330878709,{E27B431D-E4B0-41E6-9BB6-676468F5BB98},,,,,,
4943,NC,1,296,0.25999999,3758,0.45,11.5,20140601,20161101,2807,8.5,2807,8.5,6.36671395,8.63054726,12,,,,,,0.000015053369430642503,0.03482197705782436,{E8C1734A-F8F7-4C79-8391-EB5D20A306E7},,,,,,
4944,NC,1,297,0.25999999,2898,0.37,8.8,20140601,20161101,2795,8.5,2795,8.5,8.56833449,11.61500524,12,,,,,,0.000015052597772751504,0.03482159759224381,{63611E72-9506-4129-9C09-8F0B7A484654},,,,,,
4945,NC,1,298,0.25999999,3153,0.41,9.6,20140601,20161101,2808,8.5,2809,8.5,-3.84463059,-5.21167847,12,,,,,,0.000015051690859099504,0.03482133794487496,{5E6439D0-4E3C-4877-A7B0-EF1836520D46},,,,,,
4946,NC,1,299,0.25999999,2917,0.38,8.9,20140601,20161101,2661,8.1,2658,8.1,5.79741412,7.85881963,12,,,,,,0.000015052229940647504,0.034820910597015704,{9C34CF6E-4920-461E-AB16-0C92CB3826A5},,,,,,
4947,NC,1,300,0.25999999,1301,0.16,4,20140601,20161101,1523,4.6,1522,4.6,-3.25849268,-4.41712558,12,,,,,,0.000015051581193574004,0.03482049476483418,{D909627E-93B6-409A-A414-79B44281B9CC},,,,,,
4948,NC,1,301,0.25999999,282,0.04,0.9,20140601,20161101,547,1.7,544,1.7,-7.91178766,-10.7250079,13,,,,,,0.000015052655746590504,0.03482022248142116,{449BF3CB-4BA0-429B-B992-6F855D2E9BD8},,,,,,
4949,NC,1,302,0.25999999,1007,0.13,3.1,20140601,20161101,1234,3.8,1232,3.8,-9.18046092,-12.44478745,13,,,,,,0.000015051647700127004,0.034819773694268655,{F1485B17-0B28-41BD-8DBF-FF5C38411A67},,,,,,
4950,NC,1,303,0.25999999,1260,0.16,3.8,20140601,20161101,1518,4.6,1516,4.6,-9.08754033,-12.31882679,13,,,,,,0.000015050868394090005,0.03481935707296643,{96E1889E-145C-4B17-A2D6-03FFC287CDB3},,,,,,
4951,NC,1,304,0.25999999,1040,0.12,3.2,20140601,20161101,1236,3.8,1234,3.8,-5.24764152,-7.11356259,13,,,,,,0.000015051463222345004,0.034819110977867405,{82862409-6E8E-4A06-96D4-AC6F1F7D7386},,,,,,
4952,NC,1,305,0.25999999,-162,-0.02,-0.5,20140601,20161101,191,0.6,187,0.6,-6.04882631,-8.19962728,13,,,,,,0.000015051251224541004,0.034818826571972696,{96D3B24C-AF7A-46BD-8870-23EA8B3C0733},,,,,,
4953,NC,1,306,0.25999999,-861,-0.1,-2.6,20140601,20161101,-629,-2,-632,-2,-6.93471712,-9.40051719,13,,,,,,0.000015050444391329504,0.03481847946034713,{86E6CF03-4D6F-4FE7-AFFD-1BA1A8746A61},,,,,,
4954,NC,1,307,0.25999999,-815,-0.09,-2.5,20140601,20161101,-548,-1.6,-551,-1.6,-7.29892617,-9.89422924,13,,,,,,0.000015051872421072503,0.03481821802005972,{93C8AFDB-5DD6-4848-9E9C-4D9B2C7A6845},,,,,,
